Answer url,Share Counts,divtext,share_number
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Miles-Goldsack,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Daniel-Nawrocki-5,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Katherine-Say-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Soviet-Reunion,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Liisa-Ivary,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Hebera-Gashi,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Lumin-Agricola,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Grace-Ilardi-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Dani-Clax,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Valerie-Quinn-14,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Escalator-Cancer-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Ilikecats-6,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Alissa-Marie-147,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Nikunj-211,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Rebekah-Sparks-2,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Benjamin-Cowles-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Parker-594,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Min-Choi-87,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Likniteia,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Brenna-170,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Temitope-Owolabi-19,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Funky-Lo-Ttle-Man,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Jessica-6372,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Chickdixie695,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Susan-Macaluso-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Jennifer-Stevens-198,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Gabriel-Drake-13,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Kenzie-June-2,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Dynamite-Girl-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Becca-Royal-Gordon,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Ash-Harris-68,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Nalda-Donnelly,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Caitlyn-Ahlquist-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Cathi-White-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Justagreekgirl,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Karen-Donnelly-3,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Rick-Phoenix-4,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Jasmine-Elise-4,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Tilman-Fliegel,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Anastasia-LiveWell,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Birds-and-red-Roses,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answers/307345103,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Art-Perez-22,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/HoneyEyes,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Serena-Digangi,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Sharmila-Chaudhari-6,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Naye-31,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Claudette-37,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Notverygoodatchemistry,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Miku-160,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Alyson-Jayne-6,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Jay-11262,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Danielle-Jessica-Rush,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Ariel-C-62,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Melina-356,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Shawn-Roche-2,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Jai-Me-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Sadat-Semanto,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Shannon-Casey-66,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Natasha-Foster-51,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Alexandra-Shelley-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Carranza-4,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Yeet-My-Waffles,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Antonio-Banderas-105,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/D-Marco-2,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Meredith-Pinney,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Sara-Grace-87,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Emma-Williams-1036,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Ruby-2000,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Anonymously-452,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Gorilaz-2D,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Chai-Lani,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/A%C3%86N,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Tareq-Daou-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Isaac-Pearson-20,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Tony-Stefanovski-2,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Robert-Esquibel,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Tony-W-202,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Kate-Carmichael-11,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Micchi-Kins-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Tobias-Egeberg,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Jazmin-817,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Aly-Aboumansour,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Lilli-Davis-8,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Blackvendetta,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Sanvi-Kumar-11,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Moca-Windhorse,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Kai-Jaemie,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Hellenism-Olympian-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Julio-Sierra-20,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/TIffany-Watson-160,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/JF-307,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/AcesOfAros,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Isabella-Kai,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Szymon-Sobczak-3,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Jeremy-Maez,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Jamie-Scarbrough-4,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Jasmine-Joy-Proctor,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Emily-Anazagasty,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Niccole-Phipps,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Nicolias-Keaty,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Rachel-G-222,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/AnonymousFriend99,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Kris-990,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Casey-Hall-159,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Ailen-W,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Rochelle-Taylor-3,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Edison-Dixon,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Rachel-Morse-46,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/G-Gaming-8,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Ithiliel-Eilianelleth,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Carolina-862,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Laura-Smith-2174,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Rue-234,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Daniel-Red-Cliff,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Heather-109,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Alabaster-10,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/04052130-1,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Riya-Jain-1321,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Ash-14970,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Allosory,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Serenity-Guerrero-4,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Luke-Povey,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Kian-Hall-6,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Jessica-Dixon-Gromek,,,0
https://www.quora.com/My-daughter-18-all-of-a-sudden-thinks-she-has-mental-health-issues-and-wants-to-see-a-therapist-I-dont-believe-her-because-shes-never-shown-any-symptoms-What-should-I-do/answer/Midnight-Moon-95,,,0
